PacketCounter,StrokeRate,BoatSpeed,BoatYaw,BoatRoll,HR1,HR2,HR3,HR4,HR5,HR6,HR7,HR8,Distance,CorrectionLeft2nd,CorrectionRight2nd,InstantBoatSpeed
30086,18.1,3.6,35.252033,6.2044716,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30087,18.1,3.6,35.252033,7.2648144,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30080,18.1,3.6,35.252033,7.2662783,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30081,18.1,3.6,35.252033,7.2662783,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30082,18.1,3.6,35.252033,4.33627,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30088,18.1,3.6,35.252033,4.33627,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30089,18.1,3.6,35.252033,3.5381596,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30083,18.1,3.6,35.252033,2.3103428,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30084,18.1,3.6,35.252033,2.3103428,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30089,18.1,3.6,35.252033,2.3103428,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30090,18.1,3.6,35.252033,2.3103428,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30089,18.1,3.6,35.252033,1.9610107,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30090,18.1,3.6,35.252033,4.2456207,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30091,18.1,3.6,35.252033,4.2456207,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30090,18.1,3.6,35.252033,4.2456207,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30085,18.1,3.6,35.252033,5.9726596,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30086,18.1,3.6,35.252033,6.0189276,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30091,18.1,3.6,35.252033,6.0189276,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30092,18.1,3.6,35.252033,6.0189276,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30091,18.1,3.6,35.252033,6.0189276,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30092,18.1,3.6,35.252033,5.8480906,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30093,18.1,3.6,35.252033,5.886512,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30092,18.1,3.6,35.252033,5.886512,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30087,18.1,3.6,35.252033,4.3339252,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30088,18.1,3.6,35.252033,4.3339252,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30093,18.1,3.6,35.252033,3.4487526,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30094,18.1,3.6,35.252033,3.4487526,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30089,18.1,3.6,35.252033,3.3061743,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30095,18.1,3.6,35.252033,2.5594668,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30096,18.1,3.6,35.252033,2.3052917,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30090,18.1,3.6,35.252033,1.7567612,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30091,18.1,3.6,35.252033,1.7567612,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30097,18.1,3.6,35.252033,1.7567612,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30098,18.1,3.6,35.252033,0.9110789,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30092,18.1,3.6,35.252033,0.60970324,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30093,18.1,3.6,35.252033,0.60970324,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30098,18.1,3.6,35.252033,0.60970324,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30099,18.1,3.6,34.680508,0.914223,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30098,18.1,3.6,34.680508,0.914223,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30099,18.1,3.6,32.803486,1.0035658,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30100,18.1,3.6,32.803486,1.0035658,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30099,18.1,3.6,32.803486,1.0035658,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30094,18.1,3.6,26.406782,1.1963964,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30095,18.1,3.6,26.406782,1.1963964,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30100,18.1,3.6,26.406782,1.1963964,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30101,18.1,3.6,26.406782,1.1963964,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30100,18.1,3.6,26.406782,1.1963964,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30101,18.1,3.6,11.618865,1.7432259,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30102,18.1,3.6,10.552161,1.6710597,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30101,18.1,3.6,10.552161,1.6710597,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30096,18.1,3.6,10.552161,1.6710597,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30097,18.1,3.6,10.552161,1.6710597,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30102,18.1,3.6,10.552161,1.6710597,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30103,18.1,3.6,11.261383,1.8283551,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30098,18.1,3.6,8.391419,2.2063487,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30104,18.1,3.6,8.391419,2.2063487,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30105,18.1,3.6,0.46393943,3.0543513,0,0,0,0,0,0,0,0,2276,-90.0,90.0
30099,18.1,3.4,-3.3848999,3.3166761,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30100,18.1,3.4,-3.3848999,3.3166761,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30106,18.1,3.4,-3.3848999,3.3166761,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30107,18.1,3.4,-0.00889604,2.1251733,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30101,18.1,3.4,2.1430979,1.7779384,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30102,18.1,3.4,2.1430979,1.7779384,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30107,18.1,3.4,2.1430979,1.7779384,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30108,18.1,3.4,2.1430979,1.7779384,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30107,18.1,3.4,5.11745,1.6163986,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30108,18.1,3.4,8.016103,1.24066,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30109,18.1,3.4,8.016103,1.24066,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30108,18.1,3.4,10.763793,0.9363093,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30103,18.1,3.4,15.307465,1.0597737,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30104,18.1,3.4,15.307465,1.0597737,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30109,18.1,3.4,15.307465,1.0597737,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30110,18.1,3.4,15.307465,1.0597737,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30109,18.1,3.4,15.307465,1.0597737,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30110,18.1,3.4,12.411693,0.7303908,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30111,18.1,3.4,12.411693,0.7303908,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30110,18.1,3.4,12.411693,0.36147493,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30105,18.1,3.4,12.411693,0.56880873,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30106,18.1,3.4,12.411693,0.56880873,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30111,18.1,3.4,12.411693,0.56880873,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30112,18.1,3.4,12.411693,0.22321232,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30111,18.1,3.4,12.411693,0.22321232,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30112,18.1,3.4,12.411693,0.22321232,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30107,18.1,3.4,12.411693,0.7023479,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30113,18.1,3.4,12.411693,0.7023479,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30114,18.1,3.4,12.411693,0.12172091,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30108,18.1,3.4,12.411693,-0.5256911,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30109,18.1,3.4,12.411693,-0.5256911,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30115,18.1,3.4,12.411693,-0.5256911,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30116,18.1,3.4,12.411693,-4.764397,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30110,18.1,3.4,12.411693,-2.0843117,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30111,18.1,3.4,12.411693,3.986253,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30117,18.1,3.4,12.411693,3.986253,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30116,18.1,3.4,12.411693,3.986253,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30117,18.1,3.4,12.411693,4.5903215,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30118,18.1,3.4,12.411693,4.9737816,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30117,18.1,3.4,12.411693,4.9737816,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30112,18.1,3.4,12.411693,3.9296057,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30113,18.1,3.4,12.411693,3.9296057,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30118,18.1,3.4,12.411693,3.9296057,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30119,18.1,3.4,12.411693,3.9296057,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30118,18.1,3.4,12.411693,3.6366692,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30119,18.1,3.4,12.411693,-3.2432597,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30120,18.1,3.4,12.411693,-3.2432597,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30119,18.1,3.4,12.411693,-3.2432597,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30114,18.1,3.4,12.411693,-1.9569808,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30115,18.1,3.4,12.411693,-1.9569808,0,0,0,0,0,0,0,0,2283,-90.0,90.0
30120,18.1,3.4,12.411693,-1.9569808,0,0,0,0,0,0,0,0,2283,-90.0,90.0
